neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
79.0,0.0,1.0,8.0,241.0,54
20.0,1.0,3.0,1.0,364.0,500
18.0,1.0,1.0,1.0,13.0,100
28.0,0.0,1.0,1.0,90.0,105
12.0,0.0,2.0,1.0,0.0,100
28.0,1.0,2.0,2.0,231.0,250
49.0,0.0,5.0,1.0,88.0,85
62.0,0.0,2.0,1.0,330.0,85
84.0,1.0,1.0,3.0,126.0,95
7.0,0.0,5.0,1.0,0.0,110
1.0,0.0,1.0,10.0,10.0,250
21.0,0.0,2.0,2.0,0.0,120
8.0,0.0,7.0,1.0,0.0,85
12.0,1.0,10.0,1.0,0.0,385
28.0,1.0,1.0,1.0,0.0,150
22.0,1.0,3.0,1.0,0.0,110
12.0,0.0,2.0,1.0,0.0,75
12.0,0.0,3.0,1.0,0.0,56
12.0,1.0,20.0,1.0,0.0,200
79.0,0.0,1.0,1.0,109.0,59
4.0,1.0,5.0,2.0,307.0,120
6.0,1.0,3.0,1.0,35.0,298
19.0,1.0,5.0,1.0,0.0,100
39.0,0.0,2.0,1.0,113.0,48
77.0,1.0,3.0,1.0,36.0,450
34.0,0.0,4.0,1.0,0.0,40
6.0,0.0,3.0,1.0,348.0,65
1.0,1.0,5.0,1.0,0.0,350
132.0,1.0,1.0,4.0,238.0,160
21.0,1.0,2.0,2.0,270.0,120
16.0,1.0,2.0,1.0,174.0,130
46.0,1.0,1.0,1.0,132.0,190
12.0,1.0,60.0,1.0,0.0,1763
21.0,0.0,1.0,1.0,0.0,45
2.0,0.0,1.0,1.0,0.0,110
2.0,1.0,2.0,2.0,264.0,295
12.0,1.0,2.0,1.0,0.0,241
15.0,1.0,3.0,2.0,0.0,275
106.0,1.0,2.0,1.0,118.0,150
3.0,0.0,28.0,1.0,0.0,36
8.0,1.0,1.0,1.0,0.0,70
6.0,0.0,2.0,1.0,0.0,75
6.0,0.0,2.0,34.0,305.0,49
21.0,1.0,2.0,1.0,0.0,185
6.0,1.0,2.0,1.0,188.0,200
5.0,1.0,30.0,23.0,331.0,350
24.0,1.0,21.0,1.0,0.0,80
8.0,0.0,30.0,32.0,317.0,60
10.0,0.0,10.0,1.0,0.0,80
33.0,1.0,30.0,1.0,181.0,143
43.0,1.0,3.0,1.0,244.0,130
34.0,1.0,2.0,1.0,0.0,150
6.0,0.0,30.0,27.0,282.0,42
19.0,0.0,14.0,1.0,126.0,60
34.0,1.0,5.0,1.0,70.0,125
3.0,0.0,2.0,1.0,174.0,150
2.0,0.0,3.0,2.0,82.0,60
12.0,1.0,5.0,1.0,0.0,120
12.0,0.0,2.0,4.0,282.0,65
7.0,1.0,10.0,1.0,0.0,120
6.0,1.0,4.0,2.0,230.0,220
12.0,0.0,1.0,1.0,0.0,60
2.0,1.0,5.0,5.0,0.0,300
30.0,0.0,7.0,1.0,0.0,37
125.0,0.0,3.0,2.0,343.0,105
8.0,1.0,5.0,1.0,7.0,125
51.0,0.0,2.0,1.0,0.0,70
30.0,0.0,1.0,2.0,179.0,90
19.0,0.0,3.0,1.0,240.0,60
20.0,1.0,5.0,1.0,0.0,10000
24.0,1.0,2.0,1.0,0.0,100
44.0,0.0,3.0,2.0,304.0,56
2.0,0.0,3.0,1.0,73.0,70
25.0,0.0,5.0,1.0,0.0,88
12.0,0.0,1.0,1.0,0.0,85
25.0,1.0,2.0,1.0,239.0,155
2.0,0.0,2.0,3.0,177.0,90
12.0,1.0,1.0,1.0,4.0,250
84.0,0.0,1.0,1.0,89.0,60
7.0,0.0,7.0,47.0,326.0,65
11.0,0.0,2.0,1.0,0.0,100
46.0,0.0,1.0,1.0,175.0,72
11.0,1.0,3.0,1.0,0.0,150
13.0,0.0,1.0,1.0,0.0,50
106.0,0.0,1.0,1.0,155.0,50
43.0,1.0,30.0,1.0,322.0,265
21.0,0.0,3.0,1.0,0.0,38
81.0,1.0,2.0,1.0,298.0,300
27.0,1.0,14.0,1.0,292.0,760
80.0,0.0,1.0,1.0,265.0,50
9.0,1.0,4.0,1.0,299.0,499
103.0,0.0,1.0,1.0,318.0,40
79.0,0.0,10.0,1.0,67.0,38
2.0,0.0,5.0,1.0,5.0,54
7.0,0.0,2.0,1.0,80.0,110
81.0,0.0,2.0,5.0,1.0,89
12.0,1.0,1.0,1.0,95.0,196
79.0,0.0,1.0,3.0,0.0,85
56.0,0.0,3.0,2.0,365.0,80
19.0,0.0,3.0,1.0,0.0,110
9.0,1.0,2.0,1.0,14.0,195
27.0,1.0,1.0,1.0,180.0,169
23.0,0.0,7.0,1.0,0.0,65
14.0,1.0,1.0,1.0,317.0,75
56.0,1.0,4.0,1.0,363.0,110
28.0,0.0,1.0,2.0,0.0,100
39.0,0.0,1.0,1.0,0.0,46
14.0,1.0,1.0,1.0,0.0,200
14.0,0.0,3.0,1.0,0.0,120
19.0,0.0,2.0,1.0,0.0,65
8.0,1.0,4.0,1.0,34.0,274
28.0,1.0,5.0,1.0,48.0,140
181.0,0.0,1.0,4.0,0.0,35
23.0,0.0,3.0,1.0,256.0,100
10.0,1.0,2.0,1.0,0.0,150
9.0,1.0,3.0,1.0,364.0,188
6.0,1.0,2.0,1.0,0.0,130
166.0,0.0,1.0,3.0,342.0,49
7.0,0.0,9.0,1.0,141.0,150
7.0,1.0,1.0,2.0,360.0,250
6.0,0.0,30.0,1.0,220.0,39
19.0,1.0,4.0,1.0,0.0,237
12.0,0.0,1.0,1.0,0.0,100
6.0,1.0,30.0,1.0,0.0,69
56.0,0.0,1.0,3.0,281.0,79
28.0,1.0,1.0,1.0,0.0,199
2.0,1.0,3.0,1.0,152.0,150
14.0,1.0,7.0,1.0,0.0,250
6.0,1.0,4.0,1.0,228.0,150
8.0,1.0,4.0,1.0,260.0,330
23.0,1.0,1.0,2.0,342.0,350
177.0,1.0,7.0,1.0,71.0,80
37.0,0.0,1.0,2.0,161.0,53
30.0,0.0,14.0,1.0,287.0,48
14.0,1.0,3.0,1.0,0.0,399
13.0,1.0,1.0,2.0,0.0,200
35.0,1.0,3.0,1.0,161.0,125
19.0,0.0,7.0,1.0,0.0,85
7.0,1.0,2.0,1.0,137.0,275
25.0,0.0,2.0,2.0,0.0,48
4.0,0.0,5.0,1.0,271.0,89
54.0,1.0,3.0,4.0,349.0,120
23.0,1.0,5.0,1.0,30.0,278
20.0,1.0,2.0,1.0,30.0,75
30.0,1.0,4.0,1.0,4.0,120
28.0,1.0,7.0,1.0,0.0,138
14.0,0.0,30.0,1.0,365.0,350
44.0,1.0,7.0,1.0,0.0,150
77.0,1.0,30.0,1.0,310.0,250
28.0,1.0,2.0,1.0,7.0,159
19.0,1.0,19.0,1.0,200.0,189
4.0,0.0,1.0,4.0,34.0,75
12.0,0.0,3.0,1.0,123.0,85
2.0,1.0,2.0,4.0,15.0,165
6.0,0.0,3.0,4.0,90.0,99
185.0,0.0,3.0,1.0,115.0,115
8.0,0.0,1.0,1.0,0.0,79
8.0,1.0,30.0,12.0,161.0,110
79.0,0.0,2.0,1.0,0.0,30
101.0,1.0,7.0,1.0,0.0,195
19.0,1.0,2.0,1.0,322.0,199
6.0,1.0,3.0,1.0,125.0,125
19.0,1.0,2.0,1.0,262.0,345
21.0,0.0,2.0,2.0,0.0,50
6.0,0.0,2.0,2.0,88.0,120
199.0,0.0,1.0,3.0,179.0,65
64.0,1.0,7.0,1.0,0.0,175
67.0,0.0,2.0,1.0,0.0,55
12.0,1.0,3.0,1.0,0.0,130
12.0,1.0,3.0,1.0,0.0,132
21.0,1.0,4.0,1.0,48.0,260
64.0,0.0,15.0,1.0,197.0,100
12.0,0.0,6.0,2.0,15.0,120
136.0,1.0,2.0,1.0,10.0,79
16.0,0.0,1.0,2.0,54.0,75
9.0,0.0,3.0,3.0,90.0,125
1.0,1.0,2.0,1.0,0.0,140
15.0,1.0,2.0,1.0,0.0,100
12.0,0.0,4.0,1.0,0.0,75
21.0,0.0,2.0,1.0,57.0,60
23.0,0.0,1.0,1.0,0.0,85
43.0,1.0,2.0,1.0,0.0,275
51.0,2.0,1.0,1.0,0.0,45
9.0,1.0,4.0,2.0,265.0,250
79.0,0.0,1.0,2.0,50.0,45
81.0,0.0,2.0,1.0,28.0,51
21.0,0.0,1.0,26.0,365.0,50
68.0,0.0,1.0,1.0,0.0,200
204.0,0.0,2.0,1.0,188.0,80
48.0,1.0,1.0,33.0,364.0,179
141.0,0.0,1.0,1.0,0.0,125
46.0,0.0,1.0,3.0,159.0,65
117.0,0.0,1.0,1.0,86.0,50
6.0,0.0,30.0,4.0,189.0,60
6.0,0.0,5.0,1.0,0.0,45
106.0,1.0,1.0,1.0,14.0,120
45.0,0.0,1.0,1.0,0.0,70
4.0,2.0,1.0,7.0,90.0,60
0.0,0.0,1.0,2.0,143.0,67
24.0,1.0,2.0,1.0,290.0,125
49.0,0.0,1.0,2.0,351.0,39
24.0,0.0,2.0,1.0,0.0,60
29.0,0.0,1.0,1.0,313.0,75
29.0,1.0,2.0,1.0,0.0,60
6.0,1.0,4.0,1.0,82.0,139
28.0,1.0,30.0,91.0,245.0,142
19.0,1.0,2.0,1.0,29.0,99
63.0,1.0,2.0,1.0,0.0,69
12.0,0.0,2.0,1.0,326.0,85
70.0,0.0,180.0,13.0,189.0,35
49.0,0.0,1.0,1.0,0.0,150
44.0,1.0,10.0,1.0,222.0,89
20.0,1.0,2.0,1.0,16.0,185
25.0,0.0,3.0,1.0,24.0,70
21.0,0.0,1.0,1.0,0.0,45
8.0,0.0,30.0,4.0,216.0,65
79.0,0.0,2.0,1.0,37.0,45
19.0,1.0,4.0,2.0,239.0,250
2.0,0.0,30.0,2.0,322.0,40
7.0,1.0,4.0,1.0,3.0,150
30.0,1.0,1.0,5.0,338.0,235
106.0,0.0,2.0,1.0,90.0,200
38.0,0.0,20.0,1.0,40.0,80
2.0,1.0,2.0,1.0,0.0,100
12.0,1.0,2.0,1.0,36.0,140
49.0,1.0,1.0,1.0,0.0,200
43.0,0.0,3.0,1.0,0.0,89
28.0,1.0,5.0,1.0,84.0,500
63.0,1.0,3.0,6.0,188.0,238
12.0,1.0,5.0,1.0,11.0,100
94.0,0.0,5.0,2.0,301.0,66
6.0,0.0,7.0,1.0,0.0,38
4.0,0.0,1.0,3.0,193.0,80
25.0,0.0,3.0,2.0,42.0,100
1.0,1.0,4.0,49.0,121.0,956
9.0,1.0,1.0,1.0,11.0,200
8.0,1.0,7.0,1.0,0.0,175
6.0,0.0,1.0,1.0,0.0,90
12.0,1.0,2.0,3.0,248.0,180
1.0,1.0,30.0,31.0,215.0,250
15.0,0.0,3.0,1.0,0.0,35
7.0,1.0,1.0,1.0,20.0,134
6.0,0.0,2.0,4.0,192.0,55
1.0,1.0,29.0,96.0,206.0,239
1.0,1.0,5.0,1.0,0.0,157
21.0,1.0,3.0,1.0,0.0,60
43.0,1.0,29.0,96.0,189.0,299
52.0,1.0,4.0,1.0,148.0,215
56.0,0.0,2.0,1.0,0.0,55
13.0,0.0,2.0,1.0,0.0,75
5.0,1.0,30.0,31.0,142.0,170
23.0,1.0,2.0,1.0,8.0,375
15.0,0.0,1.0,1.0,0.0,55
54.0,0.0,2.0,5.0,0.0,27
21.0,1.0,1.0,1.0,0.0,125
77.0,1.0,2.0,1.0,38.0,375
28.0,1.0,1.0,1.0,0.0,250
4.0,1.0,2.0,2.0,68.0,250
21.0,0.0,5.0,1.0,0.0,50
4.0,1.0,3.0,1.0,0.0,170
77.0,1.0,1.0,1.0,327.0,350
35.0,1.0,14.0,1.0,0.0,65
11.0,0.0,2.0,1.0,0.0,90
184.0,1.0,7.0,1.0,87.0,80
2.0,1.0,4.0,2.0,0.0,199
2.0,0.0,6.0,8.0,324.0,43
85.0,1.0,2.0,1.0,167.0,99
19.0,0.0,2.0,2.0,86.0,68
24.0,0.0,2.0,6.0,364.0,40
6.0,1.0,2.0,2.0,106.0,115
2.0,0.0,1.0,1.0,0.0,51
14.0,2.0,1.0,1.0,0.0,46
54.0,0.0,1.0,5.0,77.0,53
2.0,0.0,2.0,4.0,180.0,65
33.0,1.0,3.0,2.0,22.0,350
23.0,1.0,1.0,4.0,100.0,299
16.0,0.0,3.0,2.0,87.0,66
24.0,1.0,2.0,1.0,223.0,40
20.0,0.0,1.0,33.0,365.0,119
21.0,0.0,1.0,4.0,0.0,40
21.0,0.0,2.0,2.0,0.0,89
12.0,0.0,1.0,2.0,17.0,100
23.0,0.0,1.0,1.0,0.0,125
9.0,1.0,3.0,1.0,11.0,150
14.0,0.0,1.0,1.0,0.0,98
16.0,1.0,30.0,1.0,358.0,185
118.0,1.0,3.0,1.0,26.0,65
56.0,0.0,21.0,1.0,0.0,65
2.0,1.0,15.0,1.0,0.0,77
7.0,1.0,5.0,1.0,0.0,280
21.0,0.0,1.0,1.0,0.0,60
18.0,0.0,1.0,1.0,1.0,57
8.0,0.0,5.0,2.0,0.0,100
2.0,0.0,2.0,1.0,23.0,49
21.0,0.0,3.0,2.0,292.0,75
28.0,1.0,1.0,1.0,9.0,120
68.0,1.0,7.0,1.0,0.0,150
117.0,1.0,5.0,3.0,27.0,99
28.0,0.0,30.0,10.0,342.0,48
43.0,1.0,29.0,327.0,309.0,302
5.0,1.0,10.0,1.0,1.0,160
6.0,2.0,2.0,3.0,339.0,30
134.0,0.0,3.0,1.0,0.0,119
8.0,1.0,4.0,1.0,57.0,250
24.0,2.0,14.0,1.0,0.0,22
22.0,1.0,3.0,3.0,0.0,350
23.0,1.0,1.0,1.0,0.0,250
11.0,0.0,2.0,2.0,180.0,125
6.0,1.0,2.0,2.0,311.0,125
15.0,1.0,2.0,1.0,0.0,110
24.0,1.0,2.0,2.0,160.0,114
8.0,0.0,1.0,2.0,365.0,105
70.0,1.0,1.0,1.0,364.0,100
28.0,1.0,3.0,2.0,1.0,249
4.0,1.0,3.0,1.0,0.0,275
15.0,1.0,5.0,1.0,272.0,120
63.0,0.0,3.0,1.0,95.0,59
50.0,1.0,2.0,1.0,205.0,350
6.0,1.0,2.0,2.0,159.0,110
39.0,1.0,5.0,1.0,0.0,75
21.0,0.0,2.0,1.0,0.0,29
21.0,1.0,3.0,2.0,119.0,99
20.0,0.0,14.0,1.0,21.0,45
56.0,0.0,90.0,2.0,0.0,40
46.0,0.0,1.0,3.0,359.0,50
16.0,0.0,20.0,1.0,365.0,120
86.0,1.0,1.0,1.0,81.0,199
26.0,1.0,2.0,1.0,0.0,200
1.0,1.0,6.0,1.0,0.0,99
37.0,0.0,1.0,6.0,365.0,99
26.0,1.0,1.0,1.0,0.0,120
9.0,1.0,2.0,1.0,0.0,120
96.0,0.0,4.0,5.0,0.0,75
1.0,1.0,3.0,8.0,339.0,389
21.0,1.0,4.0,1.0,8.0,98
121.0,0.0,2.0,1.0,364.0,83
14.0,0.0,1.0,2.0,23.0,84
20.0,0.0,1.0,4.0,249.0,399
30.0,0.0,5.0,1.0,365.0,129
64.0,0.0,4.0,1.0,0.0,100
11.0,1.0,30.0,1.0,0.0,160
21.0,0.0,30.0,2.0,339.0,45
8.0,0.0,1.0,3.0,338.0,120
12.0,0.0,3.0,2.0,179.0,109
8.0,1.0,7.0,1.0,34.0,250
23.0,1.0,3.0,1.0,1.0,150
14.0,1.0,2.0,1.0,0.0,105
44.0,0.0,21.0,2.0,245.0,50
2.0,1.0,5.0,1.0,0.0,180
21.0,0.0,1.0,1.0,106.0,65
49.0,1.0,2.0,1.0,294.0,100
7.0,2.0,1.0,1.0,363.0,100
56.0,0.0,1.0,1.0,0.0,44
24.0,0.0,1.0,2.0,0.0,42
20.0,1.0,7.0,1.0,0.0,210
35.0,0.0,2.0,1.0,247.0,55
43.0,1.0,2.0,327.0,332.0,216
68.0,1.0,1.0,1.0,0.0,125
82.0,0.0,1.0,1.0,250.0,100
19.0,0.0,1.0,1.0,0.0,99
12.0,1.0,3.0,1.0,363.0,350
7.0,0.0,1.0,1.0,5.0,244
48.0,1.0,2.0,1.0,0.0,180
6.0,1.0,1.0,1.0,89.0,350
28.0,1.0,1.0,1.0,190.0,195
11.0,1.0,2.0,1.0,0.0,160
17.0,1.0,20.0,2.0,65.0,99
63.0,0.0,2.0,3.0,358.0,145
6.0,2.0,1.0,1.0,123.0,75
11.0,1.0,15.0,1.0,0.0,190
79.0,0.0,3.0,1.0,0.0,41
53.0,1.0,3.0,1.0,0.0,150
23.0,1.0,5.0,1.0,0.0,295
2.0,1.0,5.0,2.0,260.0,129
30.0,0.0,1.0,1.0,0.0,90
2.0,0.0,7.0,2.0,0.0,60
11.0,1.0,4.0,2.0,243.0,500
19.0,0.0,8.0,1.0,0.0,90
85.0,1.0,3.0,1.0,323.0,70
28.0,0.0,2.0,1.0,88.0,175
19.0,1.0,3.0,1.0,7.0,145
95.0,0.0,1.0,1.0,0.0,60
12.0,1.0,1.0,3.0,272.0,148
15.0,1.0,4.0,1.0,48.0,110
21.0,0.0,1.0,2.0,0.0,40
5.0,0.0,4.0,1.0,87.0,75
21.0,0.0,7.0,3.0,0.0,42
28.0,1.0,1.0,1.0,52.0,378
1.0,1.0,1.0,17.0,224.0,131
68.0,1.0,3.0,2.0,23.0,130
44.0,0.0,21.0,1.0,0.0,40
28.0,1.0,3.0,1.0,0.0,123
49.0,0.0,30.0,1.0,283.0,175
70.0,2.0,2.0,1.0,50.0,25
86.0,1.0,2.0,4.0,333.0,250
6.0,1.0,2.0,1.0,2.0,120
12.0,0.0,5.0,1.0,11.0,50
12.0,1.0,1.0,1.0,213.0,165
20.0,1.0,10.0,1.0,21.0,112
8.0,1.0,5.0,1.0,109.0,589
56.0,1.0,1.0,1.0,0.0,80
12.0,1.0,2.0,1.0,23.0,180
12.0,0.0,5.0,1.0,0.0,80
5.0,0.0,2.0,1.0,0.0,65
12.0,1.0,7.0,2.0,0.0,120
28.0,1.0,2.0,1.0,38.0,175
22.0,1.0,29.0,1.0,68.0,80
6.0,1.0,3.0,1.0,0.0,109
56.0,0.0,5.0,1.0,0.0,30
39.0,1.0,30.0,1.0,182.0,131
43.0,0.0,1.0,5.0,0.0,95
12.0,0.0,2.0,2.0,80.0,57
41.0,0.0,31.0,1.0,365.0,70
4.0,1.0,3.0,1.0,71.0,90
56.0,1.0,2.0,1.0,0.0,200
28.0,0.0,30.0,1.0,305.0,85
68.0,1.0,3.0,1.0,17.0,118
8.0,1.0,7.0,1.0,0.0,350
14.0,1.0,4.0,1.0,31.0,200
11.0,1.0,30.0,232.0,162.0,356
30.0,0.0,1.0,1.0,90.0,75
21.0,0.0,15.0,3.0,88.0,45
2.0,0.0,3.0,2.0,263.0,100
10.0,1.0,2.0,1.0,61.0,131
7.0,1.0,30.0,1.0,28.0,198
6.0,1.0,1.0,1.0,351.0,190
1.0,1.0,3.0,1.0,278.0,299
56.0,0.0,3.0,1.0,0.0,50
43.0,1.0,10.0,2.0,297.0,199
4.0,1.0,1.0,4.0,322.0,174
2.0,0.0,15.0,1.0,0.0,50
46.0,0.0,2.0,7.0,0.0,66
22.0,0.0,3.0,3.0,264.0,55
106.0,1.0,1.0,1.0,65.0,100
6.0,1.0,1.0,1.0,303.0,1749
1.0,0.0,1.0,14.0,365.0,350
71.0,1.0,30.0,232.0,266.0,347
6.0,1.0,30.0,1.0,365.0,135
2.0,0.0,2.0,1.0,0.0,89
2.0,0.0,2.0,2.0,330.0,55
1.0,1.0,3.0,2.0,29.0,230
7.0,0.0,3.0,1.0,0.0,250
15.0,0.0,1.0,1.0,359.0,80
20.0,0.0,4.0,1.0,0.0,110
56.0,1.0,30.0,1.0,3.0,70
79.0,1.0,4.0,1.0,0.0,200
21.0,0.0,1.0,1.0,0.0,10
41.0,0.0,1.0,2.0,0.0,40
17.0,1.0,3.0,1.0,217.0,88
23.0,1.0,4.0,1.0,0.0,180
13.0,0.0,3.0,3.0,0.0,67
6.0,2.0,1.0,1.0,89.0,115
26.0,1.0,30.0,1.0,54.0,130
6.0,1.0,2.0,1.0,11.0,150
23.0,0.0,1.0,1.0,0.0,120
45.0,1.0,2.0,1.0,0.0,120
4.0,1.0,1.0,1.0,177.0,194
19.0,1.0,4.0,3.0,0.0,285
2.0,0.0,5.0,1.0,30.0,60
6.0,0.0,4.0,1.0,0.0,60
56.0,0.0,1.0,1.0,85.0,80
28.0,1.0,4.0,1.0,0.0,165
12.0,0.0,3.0,3.0,365.0,155
6.0,1.0,3.0,1.0,205.0,132
28.0,1.0,2.0,1.0,0.0,200
25.0,0.0,1.0,1.0,0.0,100
13.0,0.0,2.0,1.0,0.0,95
8.0,1.0,7.0,1.0,99.0,135
8.0,1.0,30.0,232.0,170.0,259
20.0,1.0,4.0,1.0,7.0,270
14.0,1.0,2.0,1.0,7.0,250
30.0,1.0,3.0,1.0,0.0,65
2.0,0.0,3.0,1.0,15.0,54
68.0,1.0,3.0,1.0,0.0,280
21.0,0.0,1.0,1.0,48.0,75
2.0,0.0,6.0,1.0,0.0,70
7.0,2.0,1.0,6.0,19.0,69
19.0,0.0,3.0,1.0,209.0,150
6.0,1.0,3.0,1.0,39.0,99
2.0,1.0,1.0,1.0,0.0,199
6.0,1.0,2.0,1.0,48.0,160
39.0,1.0,2.0,1.0,329.0,150
33.0,1.0,4.0,1.0,15.0,100
6.0,0.0,1.0,1.0,0.0,100
31.0,1.0,14.0,1.0,4.0,60
28.0,1.0,4.0,2.0,0.0,220
52.0,1.0,7.0,1.0,23.0,200
20.0,1.0,30.0,52.0,127.0,199
21.0,1.0,3.0,1.0,129.0,150
11.0,1.0,2.0,1.0,0.0,225
20.0,1.0,1.0,1.0,33.0,115
21.0,0.0,15.0,1.0,0.0,35
41.0,0.0,2.0,1.0,350.0,120
89.0,2.0,2.0,7.0,312.0,150
1.0,1.0,2.0,13.0,315.0,220
1.0,1.0,2.0,1.0,264.0,945
2.0,1.0,3.0,1.0,4.0,120
30.0,0.0,1.0,1.0,130.0,66
26.0,1.0,30.0,91.0,364.0,159
117.0,1.0,1.0,1.0,0.0,70
12.0,0.0,3.0,1.0,0.0,70
6.0,0.0,1.0,1.0,89.0,900
126.0,0.0,1.0,1.0,176.0,59
197.0,1.0,2.0,2.0,0.0,95
30.0,1.0,20.0,1.0,0.0,75
1.0,0.0,5.0,1.0,0.0,250
6.0,1.0,7.0,1.0,0.0,75
90.0,1.0,1.0,1.0,271.0,135
6.0,0.0,1.0,3.0,69.0,49
8.0,1.0,2.0,1.0,94.0,360
6.0,1.0,1.0,1.0,17.0,60
21.0,0.0,2.0,2.0,112.0,35
68.0,0.0,7.0,1.0,31.0,120
62.0,1.0,2.0,1.0,310.0,145
77.0,0.0,2.0,1.0,0.0,120
14.0,1.0,2.0,1.0,41.0,195
77.0,1.0,30.0,232.0,208.0,265
7.0,0.0,2.0,3.0,103.0,85
28.0,1.0,4.0,1.0,60.0,135
30.0,0.0,2.0,1.0,0.0,65
15.0,0.0,4.0,3.0,0.0,85
1.0,1.0,30.0,232.0,188.0,267
54.0,0.0,1.0,4.0,345.0,80
7.0,0.0,1.0,2.0,67.0,114
4.0,2.0,1.0,7.0,83.0,49
24.0,1.0,10.0,1.0,17.0,1400
20.0,0.0,1.0,1.0,0.0,50
19.0,1.0,3.0,1.0,330.0,199
44.0,1.0,4.0,2.0,142.0,230
16.0,1.0,2.0,1.0,70.0,200
37.0,1.0,1.0,1.0,0.0,150
6.0,0.0,1.0,6.0,138.0,55
12.0,0.0,3.0,1.0,0.0,45
83.0,0.0,2.0,1.0,90.0,99
2.0,0.0,15.0,2.0,32.0,37
22.0,1.0,2.0,1.0,0.0,90
21.0,0.0,5.0,1.0,0.0,50
22.0,0.0,4.0,1.0,0.0,38
15.0,0.0,2.0,1.0,0.0,150
21.0,0.0,1.0,2.0,358.0,59
4.0,1.0,3.0,2.0,0.0,111
16.0,0.0,2.0,1.0,102.0,50
12.0,0.0,2.0,1.0,0.0,65
56.0,1.0,3.0,1.0,0.0,150
28.0,1.0,5.0,1.0,0.0,130
69.0,1.0,2.0,5.0,87.0,105
106.0,1.0,1.0,1.0,358.0,150
12.0,1.0,30.0,1.0,152.0,122
8.0,1.0,4.0,1.0,0.0,174
12.0,0.0,3.0,2.0,0.0,100
7.0,1.0,4.0,1.0,0.0,380
46.0,0.0,1.0,4.0,297.0,85
12.0,0.0,1.0,1.0,44.0,45
2.0,0.0,7.0,1.0,0.0,78
44.0,0.0,5.0,1.0,6.0,40
54.0,0.0,1.0,1.0,90.0,150
12.0,1.0,1.0,1.0,0.0,190
12.0,0.0,1.0,1.0,0.0,45
68.0,1.0,1.0,1.0,0.0,110
8.0,1.0,5.0,1.0,13.0,150
192.0,0.0,1.0,5.0,229.0,62
38.0,0.0,1.0,1.0,156.0,125
3.0,1.0,5.0,1.0,0.0,130
4.0,0.0,4.0,1.0,0.0,40
71.0,0.0,1.0,2.0,169.0,100
19.0,0.0,4.0,2.0,94.0,144
12.0,1.0,30.0,1.0,13.0,180
28.0,0.0,5.0,2.0,0.0,65
6.0,1.0,2.0,1.0,71.0,200
10.0,0.0,1.0,2.0,308.0,60
25.0,0.0,1.0,1.0,0.0,178
12.0,1.0,2.0,1.0,0.0,325
45.0,1.0,4.0,1.0,0.0,100
116.0,0.0,2.0,1.0,32.0,60
56.0,0.0,30.0,103.0,0.0,39
56.0,1.0,3.0,1.0,0.0,179
15.0,0.0,1.0,3.0,0.0,69
19.0,1.0,5.0,1.0,249.0,315
46.0,0.0,1.0,4.0,8.0,75
21.0,0.0,4.0,1.0,0.0,45
127.0,1.0,2.0,1.0,329.0,85
68.0,1.0,3.0,1.0,0.0,220
15.0,0.0,1.0,1.0,0.0,100
52.0,1.0,30.0,1.0,338.0,136
6.0,1.0,3.0,1.0,0.0,140
84.0,1.0,2.0,2.0,247.0,34
20.0,0.0,1.0,1.0,0.0,140
6.0,0.0,30.0,2.0,311.0,43
20.0,0.0,1.0,1.0,70.0,70
30.0,0.0,1.0,2.0,334.0,82
15.0,2.0,2.0,3.0,365.0,45
4.0,0.0,28.0,2.0,147.0,45
149.0,1.0,1.0,3.0,173.0,94
3.0,1.0,3.0,1.0,0.0,125
7.0,1.0,2.0,1.0,14.0,150
56.0,1.0,3.0,1.0,0.0,95
6.0,0.0,5.0,1.0,88.0,72
79.0,1.0,5.0,1.0,0.0,119
46.0,0.0,1.0,1.0,41.0,25
12.0,0.0,5.0,1.0,0.0,55
2.0,1.0,3.0,1.0,5.0,350
7.0,1.0,4.0,1.0,0.0,239
21.0,1.0,2.0,1.0,274.0,230
33.0,1.0,5.0,1.0,0.0,445
19.0,0.0,2.0,2.0,177.0,130
8.0,1.0,30.0,1.0,141.0,159
8.0,1.0,3.0,1.0,0.0,96
5.0,1.0,7.0,1.0,0.0,186
28.0,1.0,2.0,1.0,37.0,145
21.0,0.0,7.0,1.0,18.0,50
12.0,1.0,6.0,1.0,239.0,125
30.0,1.0,3.0,1.0,68.0,80
44.0,0.0,7.0,1.0,247.0,35
28.0,0.0,5.0,2.0,23.0,98
75.0,0.0,28.0,1.0,31.0,47
4.0,0.0,2.0,4.0,237.0,90
34.0,1.0,5.0,1.0,45.0,121
35.0,1.0,2.0,1.0,0.0,86
12.0,1.0,13.0,1.0,0.0,170
79.0,1.0,10.0,1.0,1.0,89
20.0,0.0,3.0,4.0,14.0,58
2.0,0.0,1.0,1.0,0.0,45
30.0,0.0,1.0,1.0,66.0,60
23.0,0.0,1.0,1.0,0.0,100
1.0,0.0,1.0,3.0,0.0,150
11.0,1.0,4.0,1.0,0.0,165
52.0,1.0,6.0,1.0,188.0,219
100.0,1.0,2.0,1.0,327.0,100
12.0,0.0,4.0,2.0,280.0,65
21.0,0.0,2.0,1.0,0.0,55
12.0,0.0,1.0,2.0,84.0,75
71.0,0.0,1.0,13.0,351.0,100
56.0,0.0,2.0,2.0,13.0,85
85.0,0.0,1.0,4.0,143.0,35
